CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,LAT,LONG
40396395,CAFE LOUP,MANHATTAN,105,WEST   13 STREET,10011,2122554746,French,3/9/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,25,,40.7369605,-73.9976575
41204942,CACIO E VINO,MANHATTAN,80,2 AVENUE,10003,2122283269,Italian,10/11/2016,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,44,,40.7263882,-73.9888896
50004456,JUSTINO'S PIZZERIA,MANHATTAN,77,PEARL ST,10004,2127979292,Pizza/Italian,9/6/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,10,,40.7040451,-74.0104852
40691939,BISTRO CITRON,MANHATTAN,473,COLUMBUS AVENUE,10024,2124009401,French,6/11/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,16,B,40.7842696,-73.9734941
41473278,BOI NOODLE Restaurant,MANHATTAN,240,WEST   40 STREET,10018,2125750088,Vietnamese/Cambodian/Malaysia,10/8/2013,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,12,A,40.7552412,-73.9895484
41152741,BEACH CAFE,MANHATTAN,1326,2 AVENUE,10021,2129887299,American,6/19/2013,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,20,,40.7673034,-73.9591559
41399360,NEW RONG HANG RESTAURANT,MANHATTAN,38,ELDRIDGE STREET,10002,2126258999,Chinese,4/7/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,25,B,40.7156423,-73.9929853
41711376,SHANGRI-LA,MANHATTAN,208,7 AVENUE,10011,2128079872,Thai,11/15/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,17,Z,40.7434156,-73.9964983
40939686,KATRA,MANHATTAN,217,BOWERY,10002,2124733113,American,12/2/2014,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,12,A,40.7217003,-73.9931375
41661008,AMURA JAPANESE RESTAURANT,MANHATTAN,1567,2ND AVE,10028,2127721688,Japanese,4/15/2015,Violations were cited in the following area(s).,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,,,40.7749969,-73.9541367
50010972,SPRINKLES ICE CREAM,MANHATTAN,782,LEXINGTON AVE,10065,2129331740,"Ice Cream, Gelato, Yogurt, Ices",8/13/2015,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,10,A,40.7633898,-73.9675731
41569059,HOY WONG RESTAURANT,MANHATTAN,81,MOTT STREET,10013,2123741312,Chinese,2/11/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,23,,40.7165929,-73.9980982
41585635,AMIR'S,MANHATTAN,2911,BROADWAY,10025,2127497500,Middle Eastern,5/8/2014,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,44,,40.8066004,-73.9653429
40482596,BROADHURST THEATER,MANHATTAN,235 WEST,44th Street,10036,2125867610,American,6/12/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,7,A,40.7582398,-73.9875779
50001547,THE WINSLOW,MANHATTAN,243,E 14TH ST,10003,2127777717,American,8/27/2015,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,,,40.732778,-73.9852114
40669697,LE MONDE,MANHATTAN,2883,BROADWAY,10025,2125313939,French,8/20/2014,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,11,A,40.8056933,-73.9657238
50035650,GARDENIA RESTAURANT,MANHATTAN,64,DOWNING ST,10014,2126040500,Mediterranean,6/15/2016,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,15,B,40.7288284,-74.0048741
41471168,TARTINERY,MANHATTAN,209,MULBERRY STREET,10012,2123005838,French,2/4/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,26,,40.7218195,-73.9964579
40534870,RAJ MAHAL INDIAN RESTAURANT,MANHATTAN,322,EAST    6 STREET,10003,2129823632,Indian,4/30/2015,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,7,A,40.7267838,-73.9874909
50016629,EL LUCHADOR,MANHATTAN,87,SOUTH ST,10038,3477216888,Spanish,9/12/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,55,,40.7058993,-74.0042543
41232846,MAMBI STEAK HOUSE,MANHATTAN,4181,BROADWAY,10033,2129289796,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/19/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,22,,40.84772,-73.938251
50003403,SILK ROAD CAFE,MANHATTAN,30,MOTT ST,10013,6462399935,CafÃ©/Coffee/Tea,3/9/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,14,,40.7147153,-73.9985581
41120866,LA ESQUINA ''THE CORNER'',MANHATTAN,106,KENMARE STREET,10012,6468799781,Mexican,1/10/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,6,A,40.7214489,-73.997645
41483883,BIZCOCHO DE COLORES,MANHATTAN,241,SHERMAN AVENUE,10034,2125674747,Bakery,6/18/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,,40.8658296,-73.9191441
50007962,DA CAPO,MANHATTAN,1392,MADISON AVE,10029,6467070684,CafÃ©/Coffee/Tea,6/18/2014,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,10,A,40.7877671,-73.9540998
41534897,VILLAGE 38,MANHATTAN,575,8 AVENUE,10018,2122447800,American,6/18/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,26,,40.7550522,-73.9918315
41545370,SHRINE/YATENGA,MANHATTAN,22712269,7 AVENUE,10030,2126907807,African,9/29/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13,,40.7668893,-73.979071
41598620,DISFRUTA,MANHATTAN,510,WEST  207 STREET,10034,9172612862,"Juice, Smoothies, Fruit Salads",7/13/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,40.8646052,-73.9194034
40725471,GENTE,MANHATTAN,153,EAST   45 STREET,10017,2125575555,Italian,8/29/2016,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,13,,40.7531015,-73.9734886
41565555,A.G KITCHEN,MANHATTAN,269,COLUMBUS AVENUE,10023,2128739400,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2/12/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,16,,40.7777686,-73.9782726
41696334,BXL ZOUTE,MANHATTAN,50,WEST   22 STREET,10010,6466929282,Eastern European,3/31/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,18,B,40.7417252,-73.9926271
50000088,MAHARLIKA,MANHATTAN,111,FIRST AVE,10003,6463927880,Filipino,6/11/2013,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,28,,40.7269426,-73.986104
40393303,DEMARCHELIER RESTAURANT,MANHATTAN,50,EAST   86 STREET,10028,2122496300,French,3/15/2014,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,22,,40.7805119,-73.9586967
50001790,SWEETGREEN,MANHATTAN,1164,BROADWAY,10001,6464498884,Salads,1/20/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,33,,40.7447552,-73.9885286
50000467,BRAVO KOSHER PIZZA/BRAVO KOSHER BURGER,MANHATTAN,17,TRINITY PL,10006,2123441111,Jewish/Kosher,3/31/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,22,,40.7066196,-74.0134898
40401173,BIG BAR,MANHATTAN,73,EAST    7 STREET,10003,2127776969,American,2/9/2016,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,9,A,40.7275014,-73.9865702
41489806,MASALA TIMES,MANHATTAN,194,BLEECKER STREET,10012,2129955100,Indian,11/22/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,31,,40.7291728,-74.001672
41669606,PAPA KEBAB,MANHATTAN,361,WEST   17 STREET,10011,6469984597,Mediterranean,12/7/2015,Violations were cited in the following area(s).,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,,,40.7428238,-74.0035359
40397962,BEN ASH DELICATESSEN,MANHATTAN,855,7 AVENUE,10019,2122651818,Delicatessen,5/29/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,40.7639595,-73.9809046
41584771,GRAND SICHUAN EASTERN,MANHATTAN,172,8 AVENUE,10011,2122431688,Chinese,8/21/2014,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,5,,40.742497,-74.000125
50037179,NORTH VILLAGE DELI,MANHATTAN,78,8TH AVE,10011,2122290887,American,12/21/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,26,,40.7394869,-74.0024528
50001634,VIVI BUBBLE TEA,MANHATTAN,2,EAST BROADWAY,10038,6463023458,CafÃ©/Coffee/Tea,3/4/2015,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,18,,40.7136156,-73.9975265
41463441,THE IMMIGRANT NYC,MANHATTAN,341,EAST    9 STREET,10003,6463081724,American,5/30/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,9,A,40.7285659,-73.9853652
